USERNAME,TIME,REVIEW,text_clean,text_normalized,label
Christian Yudhistira,9 months ago,"Friendly service, top notchðŸ”¥ â€¦",friendly service top notchðÿ â,friendly service top notchðÿ â,Positif
elaine keisha,9 months ago,"Love the vibe and the service! ðŸ’– The place is really cozy, perfect for hanging out or some me-time. The food is also delicious and well-presented. Definitely will come back again! â­â­â­â­â­ â€¦",love the vibe and the service ðÿ the place is really cozy perfect for hanging out or some me time the food is also delicious and well presented definitely will come back again â â â â â â,love the vibe and the service ðÿ the place is really cozy perfect for hanging out or some me time the food is also delicious and well presented definitely will come back again â â â â â â,Positif
Daniel Tanuwijaya,9 months ago,The product is complete and you can sniff it as much as you want.,the product is complete and you can sniff it as much as you want,the product is complete and you can sniff it as much as you want,Positif
Sri Dewi Alfiana Hsb,9 months ago,"The scent is delicious, I prefer the Annabel Lee cloud mist scent...it smells really lecy",the scent is delicious i prefer the annabel lee cloud mist scent it smells really lecy,the scent is delicious i prefer the annabel lee cloud mist scent it smells really lecy,Positif
nuraini 1972,9 months ago,"Friendly service, friendly staff",friendly service friendly staff,friendly service friendly staff,Positif
muhammad ilham,9 months ago,"There's no doubt about the quality of Saff & Co.'s products. They're a top choice every time you buy perfume. Continued success, Saff & Co.",there s no doubt about the quality of saff co s products they re a top choice every time you buy perfume continued success saff co,there s no doubt about the quality of saff co s products they re a top choice every time you buy perfume continued success saff co,Positif
Eru IlÃºvatar,9 months ago,Amazing product and friendly service,amazing product and friendly service,amazing product and friendly service,Positif
Natasha Lilani,9 months ago,"Amazing and friendly service, great and long lasting smelling perfumes too!ðŸ˜ â€¦",amazing and friendly service great and long lasting smelling perfumes too ðÿ â,amazing and friendly service great and long lasting smelling perfumes too ðÿ â,Positif
Ryando Fenta,9 months ago,Finally there is a store... The guys are very friendly... They also provide solutions,finally there is a store the guys are very friendly they also provide solutions,finally there is a store the guys are very friendly they also provide solutions,Positif
Bryant John,9 months ago,"All the perfumes here smell really good, they're all nice. The service is very friendly.",all the perfumes here smell really good they re all nice the service is very friendly,all the perfumes here smell really good they re all nice the service is very friendly,Positif
Bryant Elite,9 months ago,"I recommend buying perfume here, it's really good",i recommend buying perfume here it s really good,i recommend buying perfume here it s really good,Positif
Robby Hermawan,9 months ago,"New store, met Irai Leima, smells great :)",new store met irai leima smells great,new store met irai leima smells great,Positif
Aidyl Shandy Saputra,9 months ago,Saff&co lovers will definitely be very happy to buy Saff&co perfume and complete,saff co lovers will definitely be very happy to buy saff co perfume and complete,saff co lovers will definitely be very happy to buy saff co perfume and complete,Positif
Faith Afkar,9 months ago,"The place is really cool, so it's easier if you want to look for Saff n Co perfume",the place is really cool so it s easier if you want to look for saff n co perfume,the place is really cool so it s easier if you want to look for saff n co perfume,Positif
fahri Salmansyah,9 months ago,"makes it easier for people who like Saff & Co perfume and are close by to buy it, no need to buy it online which is quite a long wait",makes it easier for people who like saff co perfume and are close by to buy it no need to buy it online which is quite a long wait,makes it easier for people who like saff co perfume and are close by to buy it no need to buy it online which is quite a long wait,Netral
Aulina Rahmi,9 months ago,"Good perfume and the perfume lasts quite long, the staff is good at explaining all the perfume variants that we are interested in, thank you saff n co!",good perfume and the perfume lasts quite long the staff is good at explaining all the perfume variants that we are interested in thank you saff n co,good perfume and the perfume lasts quite long the staff is good at explaining all the perfume variants that we are interested in thank you saff n co,Positif
Bagas Aditya Nugroho,9 months ago,The service is very friendly!!!! ðŸ’ž10/10 â€¦,the service is very friendly ðÿ ž â,the service is very friendly ðÿ ž â,Positif
Rizka Eltsani,9 months ago,"nice experience to shop here, the BA is very helpfull to recommend the products. would be glad to be back here",nice experience to shop here the ba is very helpfull to recommend the products would be glad to be back here,nice experience to shop here the ba is very helpfull to recommend the products would be glad to be back here,Positif
Tommy Sumanto,9 months ago,Really like Kirithra,really like kirithra,really like kirithra,Netral
Muhamad Yunas,9 months ago,The service is very friendly and really helpfulðŸ™ŒðŸ» â€¦,the service is very friendly and really helpfulðÿ œðÿ â,the service is very friendly and really helpfulðÿ œðÿ â,Positif
yuli jeje,9 months ago,Nice and friendly,nice and friendly,nice and friendly,Positif
jeje,9 months ago,Nice & friendly,nice friendly,nice friendly,Positif
Velis,9 months ago,Good and friendly,good and friendly,good and friendly,Positif
77xielette,9 months ago,"staff very helpful, good service",staff very helpful good service,staff very helpful good service,Positif
dejan firmansyah,9 months ago,The sales person was very helpful regarding the perfume I was looking for.,the sales person was very helpful regarding the perfume i was looking for,the sales person was very helpful regarding the perfume i was looking for,Positif
Davina Alexandra,9 months ago,"Sales are very helpful, and help the shopping experience",sales are very helpful and help the shopping experience,sales are very helpful and help the shopping experience,Positif
gracesia aryndhita putri,9 months ago,the perfume smells good,the perfume smells good,the perfume smells good,Positif
Howard Liusansky,9 months ago,"Fragrant, the employees are friendly, really cool, humble tooðŸ˜ â€¦",fragrant the employees are friendly really cool humble tooðÿ â,fragrant the employees are friendly really cool humble tooðÿ â,Positif
Vanessa Setiaanggara,9 months ago,it smells really good ðŸ«¶ðŸ» â€¦,it smells really good ðÿ ðÿ â,it smells really good ðÿ ðÿ â,Positif
Debby Cynthia,9 months ago,"The service is friendly, patient, and you can test all the perfume scents comfortablyâœ¨",the service is friendly patient and you can test all the perfume scents comfortablyâœ,the service is friendly patient and you can test all the perfume scents comfortablyâœ,Positif
Lani Hamdani,9 months ago,"The service is very friendly, it smells really goodðŸ¥° â€¦",the service is very friendly it smells really goodðÿ â,the service is very friendly it smells really goodðÿ â,Positif
Leonardo Oktavianus,9 months ago,A unique experience in perfume shopping!,a unique experience in perfume shopping,a unique experience in perfume shopping,Positif
anase tasia,9 months ago,"It smells really good ðŸ‘ðŸ‘ðŸ‘ All the brothers are nice and friendly, top markotopp â€¦",it smells really good ðÿ ðÿ ðÿ all the brothers are nice and friendly top markotopp â,it smells really good ðÿ ðÿ ðÿ all the brothers are nice and friendly top markotopp â,Positif
